station_id;station_name;lat;lon;altitude;from_date;to_date;fed_state
14030;Morlautern (DLR RLP);49.4716;7.7620;307;20161001;20190623;Rheinland-Pfalz
14031;Merzkirchen (DLR RLP);49.5725;6.4647;369;20160701;20190623;Rheinland-Pfalz
14032;Heimbach-Weis (DLR RLP);50.4468;7.5357;91;20160501;20190623;Rheinland-Pfalz
14033;Avelsbach (DLR RLP);49.7542;6.6932;248;20120224;20190623;Rheinland-Pfalz
14034;Riol (DLR RLP);49.8004;6.7833;143;20161001;20190623;Rheinland-Pfalz
14035;Weierhof (DLR RLP);49.6334;8.0278;194;20161202;20190623;Rheinland-Pfalz
14036;Steinborn (DLR RLP);50.0693;6.6237;529;20160501;20190623;Rheinland-Pfalz
14037;Wiersdorf (DLR RLP);50.0066;6.4587;325;20161001;20190623;Rheinland-Pfalz
14038;Meddersheim (DLR RLP);49.7809;7.6118;160;20160501;20190623;Rheinland-Pfalz
14042;Leimersdorf-Nierendorf;50.5849;7.1455;150;20170501;20190623;Rheinland-Pfalz
14052;Siebeldingen (DLR RLP);49.2165;8.0479;192;20160111;20190623;Rheinland-Pfalz
14063;Bingen-Gaulsheim (DLR RLP);49.9566;7.9642;88;20161021;20190623;Rheinland-Pfalz
14065;Offstein (DLR RLP);49.5982;8.2373;131;20161202;20190623;Rheinland-Pfalz
14072;Neef (DLR RLP);50.0902;7.1401;133;20160107;20190623;Rheinland-Pfalz
14108;Eich (DLR RLP);49.7473;8.3840;95;20170501;20190623;Rheinland-Pfalz
14109;Körperich-Gaytalpark;49.9357;6.2523;290;20140901;20190623;Rheinland-Pfalz
14139;Entenpfuhl (DLR RLP);49.8967;7.5869;610;20091030;20190623;Rheinland-Pfalz
14142;Oberhausen-Buschhausen (WV NRW);51.5059;6.8351;33;20110418;20190623;Nordrhein-Westfalen
14143;Lünen-Seseke (WV NRW);51.6073;7.5309;54;20110418;20190623;Nordrhein-Westfalen
14144;Castrop-Rauxel-Habinghorst (WV NRW);51.5801;7.3150;56;20110418;20190623;Nordrhein-Westfalen
14145;Dortmund /Oespeler Bach (WV NRW);51.5140;7.3817;71;20110418;20190623;Nordrhein-Westfalen
14146;Essen-Stoppenberg (WV NRW);51.4787;7.0234;40;20110419;20190623;Nordrhein-Westfalen
14147;Dülmen (WV NRW);51.8103;7.2684;48;20110418;20190623;Nordrhein-Westfalen
14148;Hünxe (WV NRW);51.6529;6.7576;27;20110418;20190622;Nordrhein-Westfalen
14149;Lembeck (WV NRW);51.7536;6.9985;53;20110418;20190623;Nordrhein-Westfalen
14150;Westerholt (WV NRW);51.6123;7.0864;67;20110418;20190623;Nordrhein-Westfalen
14151;Alsdorf-Bettendorf (WV NRW);50.8892;6.2111;131;20121112;20190623;Nordrhein-Westfalen
14152;Aachen-Brand (WV NRW);50.7495;6.1863;222;20121112;20190623;Nordrhein-Westfalen
14153;Hückelhoven-Ratheim (WV NRW);51.0645;6.1711;40;20121112;20190623;Nordrhein-Westfalen
14154;Schleiden-Gemünd (WV NRW);50.5750;6.4728;326;20121112;20190623;Nordrhein-Westfalen
14155;Haan-Gruiten (WV NRW);51.2276;7.0016;117;20120327;20190623;Nordrhein-Westfalen
14156;Ratingen-Homberg (WV NRW);51.2889;6.9276;110;20120327;20190623;Nordrhein-Westfalen
14157;Birkenau;49.5686;8.7013;168;20091201;20190623;Hessen
14158;Langenfeld (WV NRW);51.1189;6.9322;46;20120327;20190623;Nordrhein-Westfalen
14159;Velbert (WV NRW);51.3465;7.0226;165;20120327;20190623;Nordrhein-Westfalen
14164;Bergheim (Erftverband WV NRW);50.9601;6.6318;67;20110509;20190623;Nordrhein-Westfalen
14165;Bad Münstereifel-Eicherscheid (WV NRW);50.5274;6.7812;330;20110510;20190623;Nordrhein-Westfalen
14166;Grevenbroich (WV NRW);51.1090;6.5982;51;20110510;20190623;Nordrhein-Westfalen
14167;Mechernich-Harzheim (WV NRW);50.5521;6.6904;356;20110510;20190623;Nordrhein-Westfalen
14168;Mechernich-Glehn (WV NRW);50.6052;6.6010;258;20110510;20190623;Nordrhein-Westfalen
14169;Rheinbach-Todenfeld (WV NRW);50.5800;6.9483;351;20110510;20190623;Nordrhein-Westfalen
14170;Meschede / Hennetalsperre (WV NRW);51.3384;8.2709;348;20120911;20190623;Nordrhein-Westfalen
14171;Sundern / Sorpetalsperre (WV NRW);51.3541;7.9625;310;20120911;20190623;Nordrhein-Westfalen
14172;Hagen-Hohenlimburg (WV NRW);51.3665;7.5456;113;20120911;20190623;Nordrhein-Westfalen
14173;Wetter (WV NRW);51.3830;7.3848;85;20120911;20190623;Nordrhein-Westfalen
14174;Neukirchen (WV NRW);51.4342;6.5703;27;20120327;20190623;Nordrhein-Westfalen
14175;Alpen (WV NRW);51.5786;6.5095;22;20120327;20190623;Nordrhein-Westfalen
14176;Goch (Klärwerk) (WV NRW);51.6901;6.1502;15;20121112;20190623;Nordrhein-Westfalen
14177;Geldern (Klärwerk) (WV NRW);51.5426;6.3150;24;20140801;20190623;Nordrhein-Westfalen
14178;Grefrath (Klärwerk) (WV NRW);51.3454;6.3546;35;20121112;20190623;Nordrhein-Westfalen
14179;Korschenbroich (WV NRW);51.1968;6.4950;42;20140801;20190623;Nordrhein-Westfalen
14180;Leverkusen (Gklw.) (WV NRW);51.0469;6.9729;43;20160601;20190623;Nordrhein-Westfalen
14181;Wermelskirchen-Lindscheid (WV NRW);51.0695;7.1864;184;20160601;20190623;Nordrhein-Westfalen
14182;Schwelm (Klärwerk) (WV NRW);51.2901;7.2759;193;20160601;20190623;Nordrhein-Westfalen
14183;Hückeswagen/Talsperre;51.1433;7.3656;297;20160601;20190623;Nordrhein-Westfalen
14184;Wuppertal-Buchenhofen/Wupper;51.2242;7.1070;126;20160601;20190623;Nordrhein-Westfalen
14185;Lichtenau-Ebbinghausen (HRB) (WV NRW);51.6137;8.9012;304;20170801;20190612;Nordrhein-Westfalen
14186;Gollentaler Grund (HRB) (WV NRW);51.5319;8.7289;291;20121005;20190606;Nordrhein-Westfalen
14187;Husen-Dalheim (HRB) (WV NRW);51.5831;8.8478;226;20121005;20190606;Nordrhein-Westfalen
14301;Eging am See-Rohrbachholz;48.7300;13.2741;415;20100609;20190623;Bayern
14350;Finning (Windachspeicher);48.0035;11.0120;627;20110122;20190623;Bayern
14351;Geretsried (Feuerwehrschule);47.8529;11.4999;610;20110801;20190623;Bayern
15000;Aachen-Orsbach;50.7983;6.0244;231;20110401;20190623;Nordrhein-Westfalen
15003;Schmarsow;53.8754;13.2101;20;20110501;20190623;Mecklenburg-Vorpommern
15009;Abentheuer;49.6570;7.1039;460;20130515;20190623;Rheinland-Pfalz
15011;Bühlertann;49.0472;9.9084;375;20140429;20190623;Baden-Württemberg
15012;Rappenau, Bad-Bonfeld (LUBW);49.2094;9.1034;196;20140429;20190526;Baden-Württemberg
15013;Malsch (LUBW);48.8946;8.3379;119;20140429;20190623;Baden-Württemberg
15014;Titisee-Neustadt-Waldau;47.9761;8.1751;918;20140429;20190623;Baden-Württemberg
15015;Gschwend-Frickenhofen;48.9271;9.7973;509;20140429;20190623;Baden-Württemberg
15016;Neckartailfingen;48.6137;9.2947;280;20140429;20190623;Baden-Württemberg
15039;Elmstein (Kläranlage);49.3452;7.9579;216;20110830;20190623;Rheinland-Pfalz
15040;Kell am See;49.6303;6.8131;450;20130430;20190623;Rheinland-Pfalz
15045;Weibern (WWV RLP);50.4070;7.1458;420;20111002;20190623;Rheinland-Pfalz
15155;Olmscheid;50.0611;6.1951;340;20121201;20190623;Rheinland-Pfalz
15156;Riedelberg;49.1750;7.4585;340;20121201;20190623;Rheinland-Pfalz
15161;Maroth;50.5802;7.6900;286;20121201;20190623;Rheinland-Pfalz
15170;Donaueschingen-Wolterdingen;47.9738;8.4147;718;20140429;20190623;Baden-Württemberg
15185;Eußerthal;49.2490;7.9615;200;20130218;20190623;Rheinland-Pfalz
15187;Hortenkopf;49.2703;7.8264;606;20130219;20190623;Rheinland-Pfalz
15198;Ellern;49.9681;7.6328;510;20130410;20190623;Rheinland-Pfalz
15201;Elkhausen;50.8150;7.7981;225;20130516;20190623;Rheinland-Pfalz
15207;Schauenburg-Elgershausen;51.2835;9.3590;317;20131101;20190623;Hessen
15212;Hausen;49.8736;7.3813;297;20131002;20190623;Rheinland-Pfalz
15232;Schmücke/Thür.;50.6545;10.7696;937;20181217;20190531;Thüringen
15249;Liebenscheid;50.6936;8.0884;560;20140515;20190623;Rheinland-Pfalz
15444;Ulm-Mähringen;48.4418;9.9216;593;20140901;20190623;Baden-Württemberg
15448;Baumholder (DLR RLP);49.6185;7.3080;411;20140601;20190623;Rheinland-Pfalz
15478;Dietenheim;48.2094;10.0655;514;20150201;20190623;Baden-Württemberg
15490;Eschenburg-Eibelshausen;50.8053;8.3382;298;20161201;20190623;Hessen
15512;Rehlingen-Ehlbeck;53.0859;10.1611;66;20160901;20190623;Niedersachsen
15514;Heidelberg-Kurpfalzhof;49.3766;8.6177;104;20171101;20190623;Baden-Württemberg
15517;Ulmen;50.1966;6.9859;406;20150701;20190623;Rheinland-Pfalz
15523;Höheinöd;49.2866;7.5958;405;20150901;20190623;Rheinland-Pfalz
15555;Kaufbeuren-Oberbeuren;47.8761;10.5848;816;20160501;20190623;Bayern
15561;Fischbach (DLR RLP);49.7461;7.3919;247;20160501;20190623;Rheinland-Pfalz
15569;Wöllstein;49.8078;7.9540;152;20160701;20190623;Rheinland-Pfalz
15570;Börfink-Brunnen;49.6938;7.0756;590;20160701;20190623;Rheinland-Pfalz
15810;Aulendorf-Blönried;47.9261;9.5926;566;20180601;20190623;Baden-Württemberg
15822;Hochspeyer;49.4324;7.9086;369;20170701;20190623;Rheinland-Pfalz
15831;Diepenau-Lavelsloh Klärwerk/Sulingen;52.4197;8.7303;44;20190107;20190623;Niedersachsen
15832;Glentorf Pegel;52.3334;10.8030;88;20190107;20190623;Niedersachsen
15833;Harxbüttel Pegel;52.3366;10.4884;65;20190107;20190110;Niedersachsen
15834;Holle Kläranlage;52.1014;10.1163;93;20190107;20190623;Niedersachsen
15835;Kirchlinteln/Verden Wasserwerk;52.9247;9.4068;35;20190107;20190110;Niedersachsen
15838;Neuenkirchen/Cloppenburg Klärwerk;52.5023;8.0525;39;20190107;20190623;Niedersachsen
15839;Poppenburg;52.1356;9.7620;75;20190107;20190623;Niedersachsen
15840;Salzgitter-Lebenstedt Kläranlage;52.1887;10.3696;77;20190107;20190623;Niedersachsen
15842;Schneverdingen Alfred Töpfer Akademie;53.0970;9.8502;81;20190107;20190207;Niedersachsen
15843;Seboldshausen;51.8630;10.0662;144;20190107;20190623;Niedersachsen
15845;Suderburg;52.8981;10.4438;68;20190107;20190623;Niedersachsen
15850;Frankelbach;49.5248;7.6431;416;20181024;20190623;Rheinland-Pfalz
15851;Herdorf;50.7668;7.9735;483;20181024;20190623;Rheinland-Pfalz
15930;Garmisch-Partenkirchen (Kanker);47.4921;11.1747;920;20180101;20190623;Bayern
15958;Glees (Laacher See);50.3996;7.2651;287;20180308;20190623;Rheinland-Pfalz
15986;Härtlingen;50.5355;7.9192;345;20180618;20190623;Rheinland-Pfalz
15988;Neuhäusel;50.4243;7.7299;538;20181024;20190623;Rheinland-Pfalz
15989;Leisel;49.7409;7.1934;649;20181024;20190623;Rheinland-Pfalz
19041;Zinnwald;50.7313;13.7529;871;20190207;20190531;Sachsen
19100;Neuwied-Torney;50.4563;7.4962;97;20190409;20190623;Rheinland-Pfalz
